Metric,Period type,Period,Policy type,Issue,Task type,Task,Location,Market,Result
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Argentina,0.947
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Brazil,0.821
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Chile,0.929
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Colombia,0.906
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Dominican Republic,0.911
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Ecuador,0.91
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,France,0.6990000000000001
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Germany,0.308
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Indonesia,0.7390000000000001
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Italy,0.971
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Japan,0.573
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Malaysia,0.471
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Mexico,0.938
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Nepal,0.358
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Netherlands,0.8029999999999999
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Nigeria,0.627
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Pakistan,0.565
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Peru,0.924
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Philippines,0.851
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Poland,0.6809999999999999
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Romania,0.863
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,South Africa,0.669
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Spain,0.931
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Thailand,0.943
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Turkey,0.974
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Ukraine,0.846
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,United Kingdom,0.324
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,United States,0.226
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Venezuela,0.938
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,All,All,0.963
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Argentina,0.987
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Australia,0.925
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Brazil,0.991
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Canada,0.737
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Chile,0.977
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Colombia,0.979
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Dominican Republic,0.984
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Ecuador,0.98
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,France,0.993
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Germany,0.917
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Indonesia,0.948
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Israel,0.843
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Italy,0.984
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Japan,0.7070000000000001
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Malaysia,0.979
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Mexico,0.982
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Nepal,0.958
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Netherlands,0.974
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Nigeria,0.986
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Pakistan,0.982
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Peru,0.979
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Philippines,0.981
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Poland,0.902
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Romania,0.951
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,South Africa,0.986
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Spain,0.984
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Thailand,0.995
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Turkey,0.988
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Ukraine,0.737
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,United Kingdom,0.977
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,United States,0.934
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,All,All,Market,Venezuela,0.982
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,All,All,0.607
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Argentina,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Australia,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Brazil,0.8240000000000001
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Canada,0.354
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Chile,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Colombia,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Ecuador,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,France,0.835
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Germany,0.8
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Indonesia,0.6990000000000001
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Italy,0.885
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Japan,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Malaysia,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Mexico,0.396
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Nepal,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Netherlands,0.507
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Nigeria,0.427
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Pakistan,0.578
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Peru,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Philippines,0.16
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Poland,0.737
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Romania,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,South Africa,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Spain,0.884
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Thailand,0.5870000000000001
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Turkey,0.315
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Ukraine,1.0
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,United Kingdom,0.428
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,United States,0.588
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Misinformation,task_type,Human moderation,Market,Venezuela,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,All,All,0.31
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,United States,0.397
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,All,All,0.3389999999999999
Removal rate within 24 hours,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,United States,0.434
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,All,All,0.892
Proactive removal rate,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,All,All,Market,United States,0.8740000000000001
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,task_type,Human moderation,All,All,0.009
Category share,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Synthetic & Manipulated Media,task_type,Human moderation,Market,United States,0.0289999999999999
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,All,All,0.979
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Algeria,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Argentina,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Australia,0.952
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Bangladesh,0.995
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Brazil,0.996
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Cambodia,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Canada,0.94
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Chile,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Colombia,0.991
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Dominican Republic,0.988
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Ecuador,0.991
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Egypt,0.997
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,France,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Germany,0.995
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Indonesia,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Iraq,0.991
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Italy,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Japan,0.474
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Kazakhstan,0.885
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Laos,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Libya,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Malaysia,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Mexico,0.983
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Morocco,0.998
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Myanmar,0.996
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Nepal,0.994
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Netherlands,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Nigeria,0.999
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Pakistan,0.995
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Peru,0.991
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Philippines,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Poland,0.993
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Saudi Arabia,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,South Africa,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Spain,0.995
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Taiwan,0.921
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Thailand,0.867
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Turkey,1.0
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,Ukraine,0.962
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,United Arab Emirates,0.989
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,United Kingdom,0.988
Removal rate before any views,Quarterly,Jul-Sep 2023,Sub-policy,Integrity & Authenticity - Unoriginal Content & QR Codes,All,All,Market,United States,0.529
